# Copyright (c) 1966-2018 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2018-10-22
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence (deprecated)	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
15.141	9	7	10	15q15.2	HAUS2, CEP27		HAUS augmin-like complex, subunit 2	613429	REc			
15.142	11	10	14	15q15.2	TGM5, TGX, PSS2		Transglutaminase 5	603805	A, Fd		Peeling skin syndrome 2, 609796 (3)	
15.143	3	26	02	15q15.2-q15.3	TGM7, TGMZ		Transglutaminase 7	606776	Psh, R			2(Tgm7)
15.144	1	2	08	15q15.2	TTBK2, SCA11		Tau tubulin kinase 2	611695	Fd, REc		Spinocerebellar ataxia 11, 604432 (3)	
15.145	1	15	09	15q15.3	DEL15q15.3, C15DELq15.3		Chromosome 15q15.3 deletion syndrome	611102	Ch		Deafness and male infertility (4)	
15.146	1	11	07	15q21.1	DUOX1, THOX1		Dual oxidase 1 (thyroid oxidase 1)	606758	A, R, H			2(Duox1)
15.147	9	29	09	15q21.1	DUOX2, THOX2, TDH6		Dual oxidase 2 (thyroid oxidase 2)	606759	A, R, H		Thyroid dyshormonogenesis 6, 607200 (3)	2(Duox2)
15.148	10	3	07	15q21.1	EIF3J, EIF3S1		Eukaryotic translation initiation factor 3, subunit J	603910	REc			
15.149	2	10	06	15q15.3	ELL3		Elongation factor, RNA polymerase II, 3	609885	R, REc			
15.150	4	13	15	15q15.3	FRMD5		FERM domain-containing protein 5	616309	REc			
15.151	6	7	10	15q15.3	FRTS1, FRTS, RFS		Fanconi renotubular syndrome	134600	Fd		Fanconi renotubular syndrome 1 (2)	
15.152	5	19	09	15q15.3	HYPK		Huntingtin-interacting protein K	612784	REc			
15.153	5	26	13	15q15.3	LCMT2, TYW4, KIAA0547		Leucine carboxyl methyltransferase 2	611246	REc			
15.154	10	30	06	15q21.2	LEO1, RDL		LEO1 RNA polymerase II associated factor, S. cerevisiae, homolog of	610507	REc			
15.155	9	3	15	15q15.3	PPIP5K1, HISPPD2A, IPS1, KIAA0377		Diphosphoinositol pentakisphosphate kinase 1	610979	R, REc			
15.156	3	25	14	15q15.3	SERF2, H4F5REL		Small EDRK-rich factor 2	605054	REc			
15.157	4	2	12	15q15.3	SERINC4		Serine incorporator 4	614550	REc			
15.158	8	31	99	15q21.1	SORD, SORD1		Sorbitol dehydrogenase	182500	S, H, A, REa, Psh		?Cataract, congenital (2)	2(Sdh1)
15.159	11	12	03	15q21.2	SPPL2A, IMP3		Signal peptide peptidase-like 2A	608238	REc			
15.160	6	15	12	15q15.3-q22.1	HMPS1, CRAC1, CRCS4, DUP15q, C15DUPq		Polyposis syndrome, mixed, hereditary 1	601228	Fd	duplication of 40kb of 15q resulting in overexpression of GREM1	Polyposis syndrome, mixed hereditary 1 (4); {Colorectal cancer, susceptibility to, 4} (4)	
15.161	6	13	02	15q21.2	BCL2L10		BCL2-like 10	606910	REc, R			9(Bcl2l10)
15.162	3	20	95	15q21	CDAN3, CDA3		Congenital dyserythropoietic anemia, type III	105600	Fd		Dyserythropoietic anemia, congenital, type III (2)	
15.163	4	29	17	15q21.3	DNAAF4, DYX1C1, DYXC1, DYX1, CILD25		Dynein, axonemal, assembly factor 4	608706	Fd, REc	not confirmed by some studies	{Dyslexia, susceptibility to, 1}, 127700 (3); Ciliary dyskinesia, primary, 25, 615482 (3)	
15.164	6	20	13	15q22.31	MAP2K1, PRKMK1, MKK1, MEK1, CFC3		Mitogen-activated protein kinase kinase 1	176872	R, REa, A	pseudogene on 8p21	Cardiofaciocutaneous syndrome 3, 615279 (3)	9(Mek1)
15.165	4	28	10	15q21.2	MYO5A, MYH12, GS1		Myosin Va	160777	REa, A, Fd		Griscelli syndrome, type 1, 214450 (3)	9(d, Myh12)
15.166	4	19	06	15q21.2	MYO5C		Myosin Vc	610022	REc			
15.167	6	25	08	15q22.31	OSTB		Organic solute transporter, beta	612085	REc			9(Ostb)
15.168	3	17	03	15q21.3	RAB27A, RAM, GS2		Ras-associated protein RAB27A	603868	A, REc		Griscelli syndrome, type 2, 607624 (3)	9(ash, Rab27a)
15.169	5	29	01	15q15.1	SPTBN5, BSPECV		Spectrin, beta, non-erythrocytic 5	605916	REc			
15.170	7	22	13	15q21.3	TCF12, HTF4, CRS3		Transcription factor-12 (HTF4, helix-loop-helix transcription factors-4)	600480	REa, A, REc		Craniosynostosis 3, 615314 (3)	
15.171	5	2	06	15q21.2	TRPM7, LTRPC7, CHAK, ALSPDC		Transient receptor potential cation channel, subfamily M, member 7	605692	REc		{Amyotrophic lateral sclerosis-parkinsonism/dementia complex, susceptibility to}, 105500 (3)	
15.172	10	29	03	15q22.31	ACP33, MAST, SPG21		Acidic cluster protein, 33kD, (maspardin)	608181	REc, Fd		Mast syndrome, 248900 (3)	
15.173	3	19	91	15q22.2	ANXA2, ANX2L4, LPC2D, LIP2		Annexin A2 (lipocortin I)	151740	REa, Psh	pseudogenes ANX2P1 on 4q21-q31; ANX2P2 on 9p13; ANX2P3 on 10q24-q22		
15.174	11	17	15	15q21.1	B2M, IMD43		Beta-2-microglobulin	109700	S, D, H	mutation identified in 1 FVA family	Immunodeficiency 43, 241600 (3); ?Amyloidosis, familial visceral, 105200 (3)	2(B2m)
15.175	7	22	13	15q21-q22	CTRCT25, CCSSO		Cataract 25	605728	Fd		Cataract 25 (2)	
15.176	2	21	14	15q21.2	HDC		Histidine decarboxylase	142704	REa, Psh, A		{Gilles de la Tourette syndrome, susceptibility to}, 137580 (3)	2(Hdc)
15.177	8	2	11	15q22.2	MYO1E, MYO1C, FSGS6		Myosin IE	601479	A		Glomerulosclerosis, focal segmental, 6, 614131 (3)	9(Myo1e)
15.178	8	16	99	15q21.3	PIGB		Phosphatidylinositol glycan, class B	604122	A			
15.179	11	3	09	15q22.31	PPIB, CYPB, OI9		Peptidyl-prolyl isomerase B	123841	REc		Osteogenesis imperfecta, type IX, 259440 (3)	
15.180	7	25	18	15q22.2	RORA, IDDECA		RAR-related orphan receptor A	600825	A		Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, 618060 (3)	9(Rora)
15.181	4	20	17	15q22.31	SMAD6, MADH6, AOVD2		Mothers against decapentaplegic, Drosophila, homolog of, 6	602931	Psh, REc		Aortic valve disease 2, 614823 (3); {Craniosynostosis 7, susceptibility to}, 617439 (3)	
15.182	4	17	01	15q15.1-q15.2	SNAP23		Synaptosomal-associated protein, 23kD	602534	A			
15.183	1	5	12	15q23	CLN6, CLN4A		CLN6 gene	606725	Fd, LD		Ceroid lipofuscinosis, neuronal, 6, 601780 (3); Ceroid lipofuscinosis, neuronal, Kufs type, adult onset, 204300 (3)	9(nclf, Cln6)
15.184	1	4	13	15q21.1	CEP152, KIAA0912, MCPH9, SCKL5		Centrosomal protein, 152kD	613529	R, REc		Microcephaly 9, primary, autosomal recessive, 614852 (3); Seckel syndrome 5, 613823 (3)	
15.185	9	20	10	15q21.2	CYP19A1, CYP19, ARO		Cytochrome P450, family 19, subfamily A, polypeptide 1 (aromatization of androgens)	107910	REa, A, H	close to CYP11 in mouse	Aromatase deficiency, 613546 (3); Aromatase excess syndrome, 139300 (3)	9(Cyp19)
15.186	10	15	15	15q15.1	DLL4, AOS6		Delta-like 4	605185	R		Adams-Oliver syndrome 6, 616589 (3)	2(Dll4)
15.187	3	9	17	15q21.1	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS		Fibrillin-1	134797	A, Fd		Marfan syndrome, 154700 (3); Marfan lipodystrophy syndrome, 616914 (3); Ectopia lentis, familial, 129600 (3); MASS syndrome, 604308 (3); Weill-Marchesani syndrome 2, dominant, 608328 (3); Stiff skin syndrome, 184900 (3); Acromicric dysplasia, 102370 (3); Geleophysic dysplasia 2, 614185 (3)	2(Fbn1)
15.188	4	19	16	15q21.1	GATM, AGAT, CCDS3		L-arginine:glycine amidinotransferase	602360	Psh, R, H, REc		Cerebral creatine deficiency syndrome 3, 612718 (3)	2(Gatn)
15.189	4	2	16	15q21.1	HMGN2P46, C15orf21		High mobility group nucleosomal binding domain 2 pseudogene 46	611314	REc			
15.190	1	27	04	15q21.1	NMES1		Normal mucosa of esophagus-specific gene 1	608409	R			
15.191	10	26	17	15q21.1	PATL2, PAT1A, OOMD4		Protein associated with topoisomerase II, S. Cerevisiae, homolog of	614661	REc		Oocyte maturation defect 4, 617743 (3)	
15.192	4	29	14	15q21.1	SECISBP2L, SBP2L, KIAA0256		Selenocysteine insertion sequence-binding protein 2-like	615756	R, REc			
15.193	4	21	15	15q21.1	SEMA6D, KIAA1479		Semaphorin 6D	609295	REc			
15.194	3	18	17	15q21.1	SHC4, RALP, SHCD		SHC transforming protein 4	617372	REc			
15.195	2	2	17	15q21.1	SHF		SH2 domain-containing adaptor protein F	617313	REc			
15.196	8	8	13	15q21.1	SLC24A5, NCKX5, SHEP4, OCA6		Solute carrier family 24 (sodium/potassium/calcium exchanger), member 5	609802	REc, R		[Skin/hair/eye pigmentation 4, fair/dark skin], 113750 (3); Albinism, oculocutaneous, type VI, 113750 (3)	
15.197	9	12	01	15q21.1	SLC30A4, ZNT4		Solute carrier family 30 (zinc transporter), member 4	602095	A, REc, H			2(lm, Slc30a4)
15.198	12	1	15	15q21.1	SPG11, KIAA1840, FLJ21439, ALS5, CMT2X		Spastascin	610844	Fd, R		Spastic paraplegia 11, autosomal recessive, 604360 (3); Amyotrophic lateral sclerosis 5, juvenile, 602099 (3); Charcot-Marie-Tooth disease, axonal, type 2X, 616668 (3)	
15.199	9	1	17	15q21.1	SQOR, SQRDL		Sulfide quinone oxidoreductase	617658	REc			
15.200	9	26	16	15q21.1	TERB2, C15orf43		Telomere repeat-binding bouquet formation protein 2	617131	REc			
15.201	9	30	14	15q21.1	TRIM69, TRIF, RNF36		Tripartite motif-containing protein 69	616017	REc, H			2(Trim69)
15.202	2	24	17	15q21.1	EID1, CRI1, C15orf3		EP300-interacting inhibitor of differentiation 1	605894	R			
15.203	10	20	99	15q21.3	ONECUT1, HNF6A, HNF6		One cut domain, family member 1 (hepatocyte nuclear factor 6-alpha)	604164	A			
15.204	4	17	01	15q21.2	TMOD2		Tropomodulin 2, neuronal	602928	R			9(Tmod2)
15.205	4	17	01	15q21.2	TMOD3		Tropomodulin 3	605112	R, REc			9(Tmod3)
15.206	3	16	16	15q21.2	AP4E1, SPG51, CPSQ4, STUT1		Adaptor-related protein complex 4, epsilon-1 subunit	607244	REc		Spastic paraplegia 51, autosomal recessive, 613744 (3); Stuttering, familial persistent, 1, 184450 (3)	
15.207	8	7	17	15q21.2	DMXL2, RC3, KIAA0856, PEPNS, DFNA71		DMX-like 2	612186	R, REc	mutation identified in 1 PEPNS family and 1 DFNA71 family	?Polyendocrine-polyneuropathy syndrome, 616113 (3); ?Deafness, autosomal dominant 71, 617605 (3)	
15.208	11	22	16	15q21.2	GNB5, GB5, IDDCA, LADCI		Guanine nucleotide-binding protein, beta-5	604447	R, REc		Intellectual developmental disorder with cardiac arrhythmia, 617173 (3); Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, 617182 (3)	
15.209	11	22	16	15q21.2	GLDN, CRGL2, LCCS11		Gliomedin	608603	REc		Lethal congenital contracture syndrome 11, 617194 (3)	
15.210	8	28	02	15q21.2	SLC27A2, FACVL1, VLACS		Solute carrier family 27 (fatty acid transporter), member 2 (fatty acid CoA ligase, very long-chain 1)	603247	A			
15.211	7	11	03	15q21.2	GABPB, BABPB2, GABPB1, E4TF1B, NRF2B1		GA-binding protein transcription factor, beta subunit	600610	A			
15.212	6	30	15	15q21.2	TNFAIP8L3, TIPE3		Tumor necrosis factor-alpha-induced protein 8-like 3	616438	REc			
15.213	1	29	01	15q21.1	TRIP15, SGN2, COPS2		Thyroid hormone receptor interactor-15	604508	REc			2(Cops2)
15.214	9	26	17	15q21.2	USP8, HUMORF8, PITA4		Ubiquitin-specific protease 8	603158	REc		Pituitary adenoma 4, ACTH-secreting, somatic, 219090 (3)	
15.215	1	11	07	15q21.3	CGNL1, FLJ14957, KIAA1749		Cingulin-like 1	607856	REc, REn			
15.216	1	9	14	15q21.3	ADAM10, MADM, RAK, AD18		A disintegrin and metalloprotease domain 10	602192	R, REc		Reticulate acropigmentation of Kitamura, 615537 (3); {Alzheimer disease 18, susceptibility to}, 615590 (3)	
15.217	6	10	14	15q21.3	ALDH1A2, RALDH2		Aldehyde dehydrogenase 1 family, member A2 (retinaldehyde dehydrogenase 2)	603687	R, REc			
15.218	4	21	10	15q22.2	C2CD4B, NLF2		C2 calcium-dependent domain containing 4B	610344	REc			
15.219	4	2	16	15q21.3	CCPG1, KIAA1254, CPR8		Cell cycle progression 1	611326	R, REc			
15.220	4	10	02	15q22.2	GCNT3		Glucosaminyl (N-acetyl) transferase 3, mucin-type	606836	Psh, R, A			
15.221	7	1	11	15q21.3	LIPC, HL, LIPH, HDLCQ12		Lipase C, hepatic	151670	REa, A		[High density lipoprotein cholesterol level QTL 12], 612797 (3); {Diabetes mellitus, noninsulin-dependent}, 125853 (3); Hepatic lipase deficiency, 614025 (3)	9(Hl)
15.222	2	16	07	15q21.3	MNS1, FLJ11222		Meiosis-specific nuclear structural protein 1	610766	REc			
15.223	3	6	07	15q22.2	NARG2		NMDA receptor-regulated 2	610835	REc, H	pseudogenes on chr.4 and chr.3		9(narg2)
15.224	4	21	10	15q22.2	C2CD4A, NLF1		C2 calcium-dependent domain containing 4A	610343	REc			
15.225	3	4	10	15q21.3	PRTG		Protogenin, chicken, homolog of	613261	REc, H			9(Prtg)
15.226	7	2	18	15q21.3	PYGO1		Pygopus, Drosophila, homolog of, 1	606902	REc			
15.227	3	23	09	15q21.3	RFX7, RFXDC2		Regulatory factor X, 7	612660	REc			
15.228	3	4	10	15q21.3	RSL24D1, RLP24		Ribosomal protein L24 domain-containing protein 1	613262	REc			
15.229	2	18	08	15q21.2	SCG3		Secretogranin III	611796	REc			
15.230	4	19	12	15q21.3	UNC13C		Unc13, C. elegans, homolog of, C	614568	REc			
15.231	9	18	12	15q21.3	GUP, GCOM1, MYOZAP		GRINL1A complex locus upstream gene	614071	REc			
15.232	7	11	14	15q21.3	WDR72, AI2A3		WD repeat-containing protein 72	613214	REc		Amelogenesis imperfecta, type IIA3, 613211 (3)	
15.233	1	30	01	15q22.31	RAB11A		Ras family, member RAB11A	605570	R, A			
15.234	3	17	06	15q21.3	AQP9		Aquaporin 9	602914	R, REc			
15.235	12	21	10	15q22.2	CA12		Carbonic anhydrase XII	603263	A		Hyperchlorhidrosis, isolated, 143860 (3)	
15.236	5	26	05	15q22.31	CILP		Cartilage intermediate layer protein	603489	A		{Lumbar disc disease, susceptibility to}, 603932 (3)	
15.237	12	11	02	15q22.31	DPP8		Dipeptidyl peptidase 8	606819	A			
15.238	4	21	10	15q24.1	GOLGA6, GLP		Golgi autoantigen, golgin subfamily A, 6	610288	REc, A			
15.239	4	18	02	15q23	PIAS1, DDXBP1, GBP		protein inhibitor of activated STAT, 1	603566	A			
15.240	11	17	15	15q23	PKM, PKM2, PK3, THBP1		Pyruvate kinase, muscle	179050	S, D, A			9(Pk3)
15.241	9	23	97	15q24.1	PML, MYL		Promyelocytic leukemia, inducer of	102578	Ch, RE	fused with RARA in APL	Leukemia, acute promyelocytic, PML/RARA type (3)	9(Pml)
15.242	10	11	10	15q23	SPESP1		Sperm equatorial segment protein 1	609399	REc			
15.243	1	31	13	15q22.31	SLC24A1, NCKX1, CSNB1D		Solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	603617	A, R		Night blindness, congenital stationary (complete), 1D, autosomal recessive, 613830 (3)	
15.244	12	17	95	15q15.1	SRP14		Signal recognition particle 14kD (homologous Alu RNA-binding protein)	600708	REa			
15.245	12	7	03	15q24.1	STOML1, STORP		Stomatin-like protein 1	608326	A, REc			
15.246	2	11	96	15q23	TLE3, ESG		Transducin-like enhancer of split 3, homolog of Drosophila a E(spl)	600190	REa, Psh, A			
15.247	5	11	00	15q23	MYO9A		Myosin IXa	604875	R			
15.248	3	3	09	15q22-q23	USH1H		Usher syndrome, type 1H	612632	Fd	max lod at D15S980	Usher syndrome, type 1H (2)	
15.249	3	14	14	15q22-q24	GLC1N		Glaucoma 1, open angle, N	611274	Fd	max lod at D15S125	Glaucoma 1, open angle, N (2)	
15.250	5	26	98	15q24.1	MPI, PMI1, CDG1B		Mannosephosphate isomerase (phosphomannose isomerase 1)	154550	S		Congenital disorder of glycosylation, type Ib, 602579 (3)	9(Mpi1)
15.251	1	9	95	15q25.2	NMB		Neuromedin B	162340	REa, Psh			
15.252	6	13	12	15q22.31	FBXL22, FBL22		F-box and leucine-rich repeat protein 22	609088	REc			9(Fbxl22)
15.253	2	16	04	15q22.2	LACTB		Lactamase, beta	608440	R, REc			9(Lactb)
15.254	1	11	07	15q22.31	PAF, OEATC1, KIAA0101		PCNA-associated factor, 15kD	610696	Psh, REc			
15.255	9	18	12	15q21.3	POLR2M, GDOWN, GRINL1A		Polymerase II, RNA, subunit M	606485	A			9(Grinl1a)
15.256	9	9	13	15q22.2	TPM1, CMH3, CMD1Y , LVNC9		Tropomyosin 1, alpha	191010	Fd, R		Cardiomyopathy, hypertrophic, 3, 115196 (3); Cardiomyopathy, dilated, 1Y, 611878 (3); Left ventricular noncompaction 9, 611878 (3)	9(Tpm1)
15.257	3	20	16	15q22.2	VPS13C, KIAA1421, PARK23		Vacuolar protein sorting 13, yeast, homolog of, C	608879	REc		Parkinson disease 23, autosomal recessive, early onset, 616840 (3)	
15.258	7	19	12	15q22.1-q22.2	RNF111		Ring finger protein 111	605840	REc			
15.259	7	9	06	15q22.31	CSNK1G1		Casein kinase I, gamma-1	606274	A			
15.260	6	10	09	15q22.2	APH1B		Anterior pharynx defective 1, C. elegans, homolog of, B	607630	R, REc			
15.261	6	22	12	15q22.2	BNIP2, NIP2		BCL2/adenovirus E1B 19kD protein-interacting protein 2	603292	REc			
15.262	11	11	14	15q22.2	CCNB2		Cyclin B2	602755	REc			
15.263	10	2	12	15q22.2	GTF2A2, TF2A2		General transcription factor IIA, gamma subunit	600519	REc	pseudogenes on chr. 1, 8, 9		
15.264	9	30	14	15q22.2	MIR190A		Micro RNA 190A	615845	REc			
15.265	4	6	15	15q22.2	RAB8B		Ras-associated protein RAB8B	613532	REc			
15.266	6	10	08	15q22.2	RPS27L		Ribosomal protein S27-like	612055	REc			
15.267	7	18	14	15q22.2	TLN2, KIAA0320		Talin 2	607349	R, REc			
15.268	8	26	15	5q22.2	YTHDC2, CAHL		YTH domain-containing protein 2	616530	REc			
15.269	4	18	05	15q22.31	SNX1, SNX1A		Sorting nexin 1	601272	R, REc			
15.270	1	24	07	15q22.31	TIPIN		Timeless-interacting protein	610716	REc, H			9(Tipin)
15.271	4	18	05	15q22.31	USP3		Ubiquitin-specific protease 3	604728	A			
15.272	3	21	06	15q22.31	ZWILCH		Zwilch, Drosophila, homolog of	609984	R, REc			
15.273	2	15	02	15q23	ANP32A, PHAP1		Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	600832	A			
15.274	10	16	14	15q24.1	BBS4		BBS4 gene	600374	Fd, LD, REc		Bardet-Biedl syndrome 4, 615982 (3)	
15.275	7	31	97	15q24.1	NEO1, NGN		Neogenin, chicken, homolog of, 1	601907	A			
15.276	10	20	99	15q22.31	PUNC		Putative neuronal cell adhesion molecule	604184	A, REa, H			9(Punc)
15.277	12	23	05	15q24.1	UBL7		Ubiquitin-like 7	609748	REc			
15.278	6	20	18	15q22.31	CLPX, EPP2		Caseinolytic mitochondrial matrix peptidase chaperone subunit	615611	R, REa, REc	mutation identified in 1 EPP2 family	?Protoporphyria, erythropoietic, 2, 618015 (3)	
15.279	9	28	15	15q22.31	DAPK2, DRP1		Death-associated protein kinase 2	616567	REc			
15.280	5	25	13	15q22.31	DENND4A		DENN/MADD domain containing 4A	600382	REc			
15.281	8	25	11	15q22.31	DIS3L, DIS3L1, KIAA1955		Dis3 mitotic control, S. cerevisiae, homolog-like	614183	REc			
15.282	7	14	16	15q22.31	HERC1, MDFPMR		HECT domain and RCC1-like domain 1	605109	A, REc		Macrocephaly, dysmorphic facies, and psychomotor retardation, 617011 (3)	
15.283	2	12	16	15q22.31	IGDCC4, NOPE, KIAA1628		Immunoglobulin superfamily, DCC subclass, member 4	616810	REc, H			9(Nope)
15.284	1	7	09	15q23	IQCH, NYDSP5		IQ motif-containing protein H	612523	REc			
15.285	8	2	13	15q22.31	KBTBD13, NEM6		Kelch repeat and BTB/POZ domains-containing protein 13	613727	REc		Nemaline myopathy 6, autosomal dominant, 609273 (3)	
15.286	8	2	16	15q22.31	LCTL, KLG, KLPH		Lactase-like protein	617060	REc			
15.287	12	24	08	15q22.31	MEGF11, KIAA1781		Multiple epidermal growth factor-like domains 11	612454	REc			
15.288	12	15	12	15q22.31	MTFMT, COXPD15		Mitochondrial methionyl-tRNA formyltransferase	611766	R, REc		Combined oxidative phosphorylation deficiency 15, 614947 (3)	
15.289	5	25	13	15q22.31	OAZ2		Ornithine decarboxylase antizyme 2	604152	REc			
15.290	3	22	07	15q22.31	PDCD7		Programmed cell death 7	608138	R, REc			
15.291	5	21	07	15q22.31	PIF1, PIF		Pif1, S. cerevisiae, homolog of	610953	REc			
15.292	8	18	14	15q22.31	PTPLAD1, BIND1, HACD3		Protein tyrosine phosphatase-like A domain-containing protein 1	615940	REc			
15.293	6	24	08	15q22.31	RNU5A, RNU5		RNA, U5A small nuclear	180691	REc			
15.294	9	6	12	15q22.33	SMAD3, MADH3, LDS3		Mothers against decapentaplegic, Drosophila, homolog of, 3	603109	REa, REc		Loeys-Dietz syndrome 3, 613795 (3)	
15.295	10	2	12	15q22.31	SNAPC5, SNAP19		Small nuclear RNA-activating protein complex, polypeptide 5	605979	REc			
15.296	8	10	16	15q22.31	TRIP4, ASC1, SMABF1, MDCDC		Thyroid hormone receptor interactor 4	604501	REc	mutation identified in 1 MDCDC family	Spinal muscular atrophy with congenital bone fractures 1, 616866 (3); ?Muscular dystrophy, congenital, Davignon-Chauveau type, 617066 (3)	
15.297	5	8	17	15q22.31	ZNF609, KIAA0295		Zinc finger ptoein 609	617474	REc, H			9(Zfp609)
15.298	2	17	09	15q22.32	STQTL16		Stature quantitative trait locus 16	612579	Fd	associated with rs8038652	{Stature QTL 16} (2)	
15.299	12	12	12	15q23	AAGAB, p34, PPKP1A, PPKP1, KPPP1		Alpha- and gamma-adaptin-binding protein	614888	REc, Fd		Keratoderma, palmoplantar, punctate type IA, 148600 (3)	
15.300	10	13	09	15q23	CORO2B, CLIPINC		Coronin 2B	605002	R, REc			
15.301	6	1	15	15q23	DRAIC		Downregulated RNA in androgen-independent cells, noncoding	616387	REc			
15.302	7	29	15	15q23	EWSAT1, LINC00277		Ewing sarcoma-associated transcript 1, noncoding	616492	REc			
15.303	9	9	08	15q24.2	FBXO22, FBX22		F-box only protein 22	609096	REc			9(Fbxo22)
15.304	8	27	15	15q23	FEM1B, KIAA0396		Fem1, C. elegans, homolog of, B	613539	R, REc			9(Fem1b)
15.305	8	18	08	15q23	GLCE, HSEPI, KIAA0836		Glucuronic acid epimerase	612134	R, REc			
15.306	4	6	00	15q23	ITGA11		Integrin, alpha-11	604789	A, REa			
15.307	3	2	06	15q23	KIF23, KNSL5, MKLP1		Kinesin family member 23	605064	R, REc			
15.308	3	23	14	15q23	LARP6, ACHN		La ribonucleoprotein domain family, member 6	611300	REc			
15.309	6	10	09	15q23	LBXCOR1, CORL1		LBX1 corepressor 1, mouse, homolog of	611273	REc			
15.310	6	10	09	15q23	MAP2K5, PRKMK5, MEK5, MAPKK5		Mitogen-activated protein kinase kinase 5	602520	REc			
15.311	1	24	13	15q23	NOX5		NADPH oxidase 5	606572	REc			
15.312	7	9	07	15q23	NR2E3, PNR, ESCS, RP37		Nuclear receptor subfamily 2, group E, member 3	604485	A, R	near BBS4	Enhanced S-cone syndrome, 268100 (3); Retinitis pigmentosa 37, 611131 (3)	9(rd7)
15.313	4	19	12	15q23	PAQR5, MPRG		Progestin and ADIPOQ receptor family, member 5	607781	REc			
15.314	3	23	15	15q23	PCAT29		Prostate cancer-associated transcript 29, noncoding	616273	REc			
15.315	6	10	98	15q24.3	RCN2, ERC55		Reticulocalbin 2, EF-hand calcium binding domain (endoplasmic reticulum calcium-binding protein, 55kD)	602584	R, A			
15.316	6	24	08	15q23	RNU6-1, RNU6A, RNU6		RNA, U6 small nuclear 1	180692	REc			
15.317	2	25	11	15q24.2	SCAMP5		Secretory carrier membrane protein 5	613766	REc			
15.318	6	13	12	15q23	SENP8, NEDP1, DEN1		Sentrin-specific protease family, member 8	608659	REc			
15.319	1	20	09	15q23	THAP10		THAP domain-containing protein 10	612538	REc			
15.320	2	21	12	15q23	THSD4, ADAMTSL6		Thrombospondin type-1 domain-containing 4	614476	REc			9(Thsd4)
15.321	10	13	09	15q24.2	UBE2Q2, LOC92912		Ubiquitin-conjugating enzyme E2Q 2	612501	REc			
15.322	12	1	11	15q25.1	ACSBG1, BG, BG1, KIAA0631		Acyl-CoA synthetase, bubble gum family, member 1	614362	R, REc			
15.323	3	23	09	15q24.1	CD276, B7H3		CD276 molecule	605715	REc			9(B7h3)
15.324	5	7	02	15q23	HEXA, TSD		Hexosaminidase A, alpha polypeptide	606869	S, D, A	on 15q+ in APL	Tay-Sachs disease, 272800 (3); GM2-gangliosidosis, several forms, 272800 (3); [Hex A pseudodeficiency], 272800 (3)	9(Hexa)
